R,G,B
68.31260720,67.80231561,60.81475129
68.23284734,67.66809605,60.66723842
68.25750429,67.62542882,60.70990566
68.27915952,67.43439108,60.59026587
68.21108491,67.24431818,60.55885506
68.30874786,67.14558319,60.69296741
68.31357204,67.18878645,60.83072470
68.28419811,67.23059605,60.74088765
68.32825901,67.20904803,60.73391938
68.31185678,67.25225129,60.76447256
68.35441681,67.25986278,60.76457976
68.42838765,67.33447684,60.74678388
68.54577616,67.46901801,60.86267153
68.62575043,67.58694254,60.94414666
68.69468268,67.71054889,61.04566895
68.72737993,67.84466123,61.04084477
68.76661664,67.94457547,61.10795455
68.84734134,68.04373928,61.19875643
68.88754288,68.16713122,61.22266295
68.98006003,68.27208405,61.33747856
69.00536021,68.38722127,61.33211835
69.06303602,68.49013722,61.38743568
69.06871784,68.61824614,61.42549314
68.89579760,68.39622642,61.26200686
68.52433533,67.84487564,60.96151372
68.29652659,67.42002573,60.74828473
68.28730703,67.22534305,60.71912521
68.28151801,67.14751286,60.68439108
68.28430532,67.07075472,60.72984563
68.28151801,67.02487136,60.67903087
68.32257719,67.03591338,60.67613636
67.92870926,66.57064751,60.17828045
67.93567753,66.58469125,60.16080617
67.92527873,66.61974700,60.13261149
67.94146655,66.62950257,60.19060892
67.98424099,66.65876930,60.22373499
68.03698542,66.73466981,60.27026158
68.12896655,66.89118782,60.25611063
68.19704117,67.01114923,60.35548885
68.23584906,67.14365352,60.47813036
68.32675815,67.29845626,60.48842196
68.37778731,67.42860206,60.57054031
68.38078902,67.50471698,60.56024871
68.42399228,67.61052744,60.61653087
68.48316895,67.74474700,60.65576758
68.57150515,67.88561321,60.75053602
68.66177101,68.05392367,60.84959262
68.75879074,68.19811321,60.96440823
68.83769297,68.30960549,61.01093482
68.86245712,68.45186535,60.99710549
69.02540738,68.66584477,61.15984134
69.04020154,68.78934391,61.20658233
69.12264151,68.92324185,61.35055746
69.19875643,69.08512007,61.37500000
69.26061321,69.26275729,61.46944683
69.33276158,69.40973413,61.57011149
69.16252144,69.30810463,61.42903087
68.79331046,68.73113208,61.03323328
68.49946398,68.18685678,60.69564751
68.43567753,67.95175815,60.66745283
68.42484991,67.87682247,60.63432676
68.46269297,67.89408233,60.67860206
68.51072041,67.84691252,60.65094340
68.56314322,67.89225986,60.73509863
