R,G,B
72.27272727,70.70947684,67.65137221
72.51843911,70.94039451,67.86985420
72.64654803,71.16412950,67.97930961
72.57515009,71.06335763,67.95207976
72.50085763,70.99206690,67.86942539
72.56839623,71.05102916,67.92688679
72.66509434,71.19511149,68.02722985
72.76393654,71.37478559,68.08983705
72.84187393,71.51318611,68.12489280
72.96805317,71.77572899,68.30638937
73.01468696,71.90233705,68.40834048
73.08265437,71.99710549,68.50632504
73.15748285,72.16391509,68.53612779
73.25117925,72.32600772,68.65383791
73.33715695,72.48810034,68.74388937
73.46794597,72.68042453,68.83865780
73.61310034,72.90062178,68.96708834
73.67334906,73.05735420,69.08286878
73.74517581,73.20551029,69.18921527
73.67592196,73.18406947,69.18299743
73.00000000,72.32011149,68.57654374
72.44050172,71.35688250,67.99882075
72.26618782,70.92978130,67.79363208
72.22620069,70.75557461,67.75171527
72.04298885,70.39097341,67.55799743
71.78709262,69.90008576,67.20390223
71.70240137,69.66595197,67.05917667
71.96376501,69.92002573,67.29781304
72.06700257,70.10774014,67.45186535
71.93246141,69.97041166,67.33469125
71.85066467,69.90984134,67.25589623
71.92356346,69.98852916,67.33737136
72.05210120,70.20197256,67.50192967
72.18610635,70.38421955,67.58876501
72.26007719,70.57568611,67.71719554
72.32804460,70.70883362,67.77765866
72.42066895,70.87500000,67.87628645
72.47652230,71.02969554,67.95336621
72.55499571,71.22845197,68.10045026
72.64472556,71.44318182,68.20325901
72.77840909,71.64762007,68.31099914
72.86728130,71.81775300,68.37328473
72.95433105,72.02508576,68.50643225
73.09026587,72.22062607,68.60934820
73.21129931,72.44436106,68.73574185
73.35870497,72.69275300,68.93074614
73.44682676,72.87242710,69.02251286
73.42677959,72.91756003,69.00053602
72.76468696,72.13389794,68.44114494
71.95604631,70.86942539,67.71912521
71.67324185,70.23434820,67.35613208
71.58715695,69.95465266,67.25868353
71.38368353,69.57750858,67.03055317
71.06861063,68.93932247,66.67174099
70.84712693,68.42024014,66.43610635
70.92045455,68.34476844,66.42024014
71.21944683,68.75996998,66.64762007
71.25503859,68.89997856,66.75996998
71.18213979,68.82193396,66.66563036
71.18910806,68.80381647,66.68653516
71.34112350,69.02487136,66.86899657
71.44328902,69.24045883,66.98960120
71.55456690,69.46301458,67.09809177
71.70979846,69.70272298,67.24024443
71.79288165,69.87821612,67.39108062
71.91638079,70.08061750,67.48091767
72.00804031,70.26640223,67.59444683
72.09959262,70.47309177,67.71451544
72.19907804,70.69757719,67.79599057
72.31035592,70.91005575,67.93599914
72.42409949,71.16380789,68.05896226
72.58919383,71.41059177,68.20111492
72.68374786,71.61599485,68.30810463
72.75675386,71.79384648,68.42656518
72.89011578,71.99410377,68.51297170
73.04213122,72.27948113,68.68256861
73.19854202,72.54223842,68.83233276
73.30188679,72.74785592,68.95626072
73.21805317,72.73584906,68.88507719
72.38990137,71.70186535,68.16262864
71.51425815,70.39676244,67.41820326
71.28580617,69.79459691,67.09584048
71.22780875,69.56014151,67.02755146
71.01425815,69.11288593,66.76725986
70.69779160,68.50332333,66.41648799
70.54191681,68.07836621,66.20336621
70.73466981,68.22523585,66.28441252
71.05210120,68.69060892,66.59176672
71.04813465,68.76854631,66.66798885
70.99463979,68.71076329,66.60227273
71.05210120,68.78173242,66.61556604
71.19082333,69.00493139,66.81196398
71.33093911,69.24539022,66.98038165
71.47866638,69.51275729,67.11009863
71.58855060,69.73756432,67.21740995
71.69993568,69.94350343,67.26618782
71.81678816,70.13411235,67.39376072
71.90019297,70.33629931,67.53827187
72.04438250,70.56903945,67.71805317
72.13293310,70.82011149,67.82354202
72.29298885,71.06164237,67.97673671
72.42367067,71.33790738,68.12371355
72.58394082,71.58737136,68.29127358
72.70283019,71.80060034,68.40951973
72.82965266,72.03055317,68.51018439
72.93246141,72.23949400,68.64729846
73.08726415,72.48499142,68.75321612
73.24110206,72.77948113,68.94286021
73.33222556,73.00611063,69.10816895
73.34273156,73.19114494,69.17334906
72.71558748,72.46408662,68.63389794
71.74346055,70.92849485,67.67099057
71.29052316,70.09969983,67.23563465
71.28602058,69.88143225,67.12414237
71.17109777,69.62006861,66.99656947
70.89129503,69.11427959,66.73863636
70.73499142,68.69103774,66.49828473
70.85741852,68.78795026,66.63893654
71.19007290,69.21129931,66.87853774
71.18739280,69.22598628,66.91187822
71.06282161,69.09562607,66.78880789
71.10045026,69.11910377,66.83329760
71.26436535,69.31668096,66.94210978
71.39622642,69.54995712,67.08512007
71.57289880,69.83061750,67.26372213
71.71665952,70.08930103,67.43771441
71.84894940,70.28677101,67.50996998
71.91831046,70.50493139,67.57139794
71.99474700,70.66798885,67.70958405
72.13454117,70.89719125,67.85302316
72.26876072,71.10045026,67.97330617
72.40748285,71.31121355,68.11738851
72.53623499,71.56110635,68.27680103
72.72437822,71.83887221,68.43514151
72.83576329,72.06024871,68.54759863
72.97105489,72.27422813,68.63979417
72.88057461,72.25000000,68.61213551
72.06400086,71.26404374,67.91563036
71.18964408,69.96365780,67.16348628
70.96151372,69.28076758,66.81936106
70.97148370,69.16230703,66.76972556
70.79395369,68.80124357,66.53987993
70.54802744,68.32590051,66.35870497
70.48113208,68.03730703,66.16316467
70.79824185,68.38636364,66.45561750
71.02240566,68.78012436,66.65298027
70.97019726,68.69446827,66.60334477
70.88904374,68.64440395,66.53076758
71.00868353,68.76061321,66.63797170
71.20819039,69.04373928,66.81089194
71.39719125,69.37725129,67.00782590
71.53023156,69.62264151,67.10870497
71.66734563,69.87725129,67.26361492
71.77851630,70.04695540,67.40716123
71.89665523,70.29309605,67.53816467
71.99356775,70.51243568,67.69789880
72.09959262,70.77390652,67.79684820
72.23820755,70.99699828,67.94425386
72.38775729,71.27540738,68.10495283
72.56721698,71.53334048,68.26811750
72.64772727,71.71955403,68.32482847
72.77873070,71.96033448,68.46505146
72.97587907,72.25246569,68.61545883
73.14193825,72.53216123,68.82654374
73.23477702,72.73949400,68.90180103
72.75653945,72.27176244,68.51854631
71.60173671,70.71816038,67.55992710
70.98113208,69.50793310,66.91723842
70.87510720,69.15876930,66.76790309
70.77572899,68.84948542,66.60205832
70.48670669,68.29009434,66.26393654
70.23756432,67.68096055,65.90030017
70.16123499,67.47041166,65.82139794
70.57107633,67.82965266,66.15576758
70.78634220,68.23659949,66.39804889
70.74163808,68.22105489,66.31110635
70.72845197,68.21837479,66.32407804
70.83629931,68.35409520,66.45293739
71.02905232,68.65555317,66.59937822
71.19768439,68.98048885,66.81646655
71.34980703,69.26533019,66.95508148
71.46612350,69.48649228,67.06646655
71.57772298,69.72737993,67.16069897
71.71408662,69.95936964,67.32707976
71.82772298,70.20508148,67.48402659
71.97480703,70.44007290,67.61588765
72.13014580,70.71740995,67.75921955
72.25139365,71.02840909,67.96665952
72.39686964,71.28066038,68.03687822
72.56035592,71.56721698,68.27948113
72.72716552,71.82472127,68.47137650
72.89536878,72.09755575,68.58297599
73.07118353,72.40222985,68.74142367
73.15308748,72.62821612,68.88807890
72.69596913,72.06518010,68.49228130
71.48349057,70.52401372,67.44618353
70.89676244,69.31099914,66.77026158
70.81571612,68.96837479,66.66005575
70.66434391,68.70229417,66.47009005
70.42613636,68.12039022,66.16262864
70.14150943,67.55060034,65.81453688
70.14654803,67.37982419,65.78462693
70.51554460,67.77004717,66.15855489
70.76543739,68.19210978,66.34755575
70.72384220,68.18503431,66.33447684
70.71998285,68.18353345,66.30510292
70.83994425,68.37403516,66.44907804
71.07118353,68.63443396,66.71033448
71.23499142,69.00836192,66.81582333
71.35956261,69.28709262,66.93310463
71.51790309,69.53484134,67.09230274
71.60698971,69.80081475,67.20325901
71.75000000,70.00686106,67.34541166
71.92431389,70.27422813,67.52272727
